player_id,match_id,region,device,ping,score,kills,deaths,match_duration_seconds,kdr,score_per_minute,kill_rate,efficiency,death_rate,survival_index,score_kill_ratio,ping_adjusted_score,performance_index,region_encoded,device_encoded,rule_flagged,flag_reason,iso_pred,iso_score,lof_pred,lof_score,final_flagged,flag_source,predicted_skill_score,skill_tier,match_group_id
P06253,M00001,Middle_East,Android,173,978,2,9,459,0.2,127.84313725490196,0.26143790849673204,326.0,1.1764705882352942,0.842835894893406,326.0,358.24175824175825,353.7070524412296,3,0,False,,1,0.0879616687728132,1,-1.0069709353731582,False,,0.14734385103081865,Bronze,Middle_East_G45
P04685,M00001,Europe,Android,74,1157,3,5,426,0.5,162.95774647887325,0.4225352112676057,289.25,0.7042253521126761,1.400118319858016,289.25,664.9425287356322,311.8598382749326,0,0,False,,1,0.137844861872865,1,-1.0523926454780148,False,,0.14661674418363554,Bronze,Europe_G184
P01732,M00001,Europe,Console,41,4960,20,8,472,2.2222222222222223,630.5084745762712,2.5423728813559325,236.1904761904762,1.0169491525423728,0.9737580458821588,236.1904761904762,3517.7304964539007,238.61449647209744,0,1,False,,1,0.14161091500126727,1,-0.9951948377671616,False,,0.32945212857997497,Gold,Europe_G160
P04743,M00001,Middle_East,PC,144,7401,24,8,367,2.6666666666666665,1209.9727520435968,3.923705722070845,296.04,1.3079019073569482,0.7587818140467674,296.04,3033.1967213114754,300.7110448974064,3,2,True,impossible_score_rate,1,0.10951502079482289,1,-1.0657555057270975,True,rule,,,
P04522,M00002,India,Android,39,4378,10,4,384,2.0,684.0625,1.5625,398.0,0.625,1.574803149606299,398.0,3149.6402877697838,411.4661654135338,1,0,False,,1,0.1460406207130715,1,-1.0948021703803241,False,,0.43243603642438944,Platinum,India_G62
P06341,M00002,SEA,Console,21,2254,6,5,364,1.0,371.53846153846155,0.989010989010989,322.0,0.8241758241758242,1.198788038466605,322.0,1862.809917355372,341.1705348133198,5,1,False,,1,0.1361624540177288,1,-1.005717287454667,False,,0.253888403030238,Silver,SEA_G180
P00577,M00002,India,Android,93,2897,14,2,378,4.666666666666667,459.8412698412699,2.2222222222222223,193.13333333333333,0.31746031746031744,3.0538051381483275,193.13333333333333,1501.0362694300518,198.01777170198224,1,0,False,,1,0.10960685423166971,1,-1.0688835534554448,False,,0.30319445802639733,Gold,India_G227
P05203,M00002,Middle_East,iOS,188,955,2,5,292,0.3333333333333333,196.2328767123288,0.4109589041095891,318.3333333333333,1.0273972602739727,0.9639508781196354,318.3333333333333,331.59722222222223,384.0482573726541,3,3,False,,1,0.06849010140249306,1,-1.049419899170577,False,,0.17076774774078327,Bronze,Middle_East_G27
P06364,M00003,India,iOS,113,5976,20,6,469,2.857142857142857,764.5202558635394,2.55863539445629,284.57142857142856,0.767590618336887,1.2860237461953987,284.57142857142856,2805.6338028169016,287.56115165610714,1,3,False,,1,0.14446655356244614,1,-0.9780564068300138,False,,0.41759441544753584,Platinum,India_G341
P00440,M00003,Middle_East,Android,163,1494,5,11,436,0.4166666666666667,205.59633027522935,0.6880733944954128,249.0,1.5137614678899083,0.6562706966102715,249.0,568.0608365019011,260.8847497089639,3,0,False,,1,0.10206762730028673,1,-1.047630558572442,False,,0.13739066250650886,Bronze,Middle_East_G16
P02751,M00003,Europe,PC,76,5169,14,8,415,1.5555555555555556,747.3253012048192,2.0240963855421685,344.6,1.1566265060240963,0.8571723639367965,344.6,2936.931818181818,351.8321043675553,0,2,False,,1,0.15237877506776032,1,-0.9783972989193955,False,,0.4175214053804532,Platinum,Europe_G83
P07488,M00003,India,Console,85,7687,24,3,480,6.0,960.875,3.0,307.48,0.375,2.5974025974025974,307.48,4155.135135135135,309.9596774193548,1,1,False,,1,0.14630725046419463,1,-1.0110077674127376,False,,0.5731599731458219,Pro,India_G169
P05273,M00004,Europe,PC,72,5133,20,7,486,2.5,633.7037037037037,2.469135802469136,244.42857142857142,0.8641975308641976,1.1439062279339076,244.42857142857142,2984.3023255813955,246.66025949062947,0,2,False,,1,0.14716176647423962,1,-0.9830787259680153,False,,0.33774830899703173,Gold,Europe_G86
P05654,M00004,India,iOS,33,2956,11,7,516,1.375,343.72093023255815,1.2790697674418605,246.33333333333334,0.813953488372093,1.213660739486311,246.33333333333334,2222.5563909774437,249.24114671163574,1,3,False,,1,0.14603345940352358,1,-0.9971145617841457,False,,0.2117774077568998,Silver,India_G194
P04000,M00004,Middle_East,Console,93,7129,22,3,479,5.5,892.9853862212943,2.755741127348643,309.95652173913044,0.3757828810020877,2.592131608853293,309.95652173913044,3693.782383419689,312.6982966591125,3,1,False,,1,0.13783559653540306,1,-1.1555942696912056,False,,0.5345065692659585,Pro,Middle_East_G17
P06034,M00004,India,Console,45,6939,20,2,397,6.666666666666667,1048.7153652392947,3.022670025188917,330.42857142857144,0.3022670025188917,3.2023876744373636,330.42857142857144,4785.517241379311,335.83931596353955,1,1,True,impossible_score_rate,1,0.13772282828957688,1,-1.0132424432963165,True,rule,,,
P00583,M00005,India,Android,109,1057,1,10,352,0.09090909090909091,180.17045454545456,0.17045454545454547,528.5,1.7045454545454546,0.5832449628844114,528.5,505.7416267942584,666.1764705882352,1,0,False,ml_anomaly,1,0.04874292736820218,-1,-1.413256289788035,True,lof_only,,,
P09931,M00005,Europe,Console,34,20487,65,2,43,21.666666666666668,28586.511627906977,90.69767441860465,310.40909090909093,2.7906976744186047,0.3570538902266877,310.40909090909093,15288.805970149253,314.83748687344723,0,1,True,time_exploit,-1,-0.11794601815113381,1,-1.0415730115357602,True,rule+ml,,,
P07052,M00005,LatAm,Android,118,4601,20,9,413,2.0,668.4261501210653,2.905569007263922,219.0952380952381,1.307506053268765,0.7590097954532925,219.0952380952381,2110.5504587155965,222.39587529203254,2,0,False,,1,0.1303238181209322,1,-1.042663644769882,False,,0.33116484427297266,Gold,LatAm_G15
P08159,M00005,Europe,Console,19,1355,3,7,428,0.375,189.95327102803736,0.4205607476635514,338.75,0.9813084112149533,1.0087677948524558,338.75,1138.655462184874,364.9012567324955,0,1,False,,1,0.1292470721011471,1,-1.0568046161992763,False,,0.17781458447396153,Silver,Europe_G62
P09897,M00006,SEA,Android,73,10271,41,0,264,41.0,2334.3181818181815,9.318181818181817,244.54761904761904,0.0,100.0,244.54761904761904,5936.994219653179,247.85231660231662,5,0,True,impossible_score_rate,-1,-0.08253614917847618,1,-1.0068127809394734,True,rule+ml,,,
P02250,M00006,Europe,Console,64,2211,7,9,376,0.7,352.8191489361702,1.1170212765957448,276.375,1.4361702127659575,0.6914815359717522,276.375,1348.170731707317,289.90384615384613,0,1,False,,1,0.15115416268813714,1,-0.9913707825363565,False,,0.21357679937202786,Silver,Europe_G39
P04641,M00006,SEA,Console,51,2528,5,5,475,0.8333333333333334,319.32631578947365,0.631578947368421,421.3333333333333,0.631578947368421,1.5586546349466777,421.3333333333333,1674.1721854304635,436.48920863309354,5,1,False,,1,0.11840980598535283,1,-1.022605305441754,False,,0.2786757974956567,Gold,SEA_G78
P09486,M00006,India,iOS,59,778,3,6,528,0.42857142857142855,88.4090909090909,0.3409090909090909,194.5,0.6818181818181818,1.4454664914586073,194.5,489.308176100629,200.51546391752575,1,3,False,,1,0.10912259139716557,1,-1.1135241825673838,False,,0.0637910176164895,Bronze,India_G357
P04948,M00007,India,iOS,76,3440,13,6,412,1.8571428571428572,500.9708737864078,1.8932038834951457,245.71428571428572,0.8737864077669903,1.1314951115017027,245.71428571428572,1954.5454545454545,251.3395031660984,1,3,False,,1,0.15548485527054567,1,-0.9698175954701379,False,,0.2764579754674935,Gold,India_G328
P09921,M00007,LatAm,Android,161,44258,94,2,91,31.333333333333332,29181.098901098903,61.97802197802198,465.87368421052633,1.3186813186813187,0.7526259201058638,465.87368421052633,16957.08812260536,470.07133879733055,2,0,True,impossible_kill_rate,-1,-0.1191531978009639,1,-1.0131793048793118,True,rule+ml,,,
P01964,M00007,Europe,Android,12,7453,25,1,413,12.5,1082.7602905569006,3.631961259079903,286.65384615384613,0.14527845036319612,6.440043661312958,286.65384615384613,6654.464285714285,290.1317070005839,0,0,True,impossible_score_rate,1,0.03919823334745848,1,-1.162968398507004,True,rule,,,
P08244,M00007,SEA,PC,47,3825,13,8,416,1.4444444444444444,551.6826923076923,1.875,273.2142857142857,1.1538461538461537,0.8592200925313946,273.2142857142857,2602.0408163265306,279.3330087633885,5,2,False,,1,0.15096068996192258,1,-0.9890601717707054,False,,0.30331142121630295,Gold,SEA_G44
P06591,M00008,SEA,iOS,107,2202,8,5,455,1.3333333333333333,290.3736263736264,1.054945054945055,244.66666666666666,0.6593406593406593,1.4940075521260876,244.66666666666666,1063.7681159420288,251.41769743101807,5,3,False,,1,0.12235535709427242,1,-1.0215848498564712,False,,0.1894403665647474,Silver,SEA_G69
P08848,M00008,NA,Console,67,6080,17,3,427,4.25,854.3325526932085,2.388758782201405,337.77777777777777,0.4215456674473068,2.317251858685624,337.77777777777777,3640.718562874252,343.27655970640825,4,1,False,,1,0.1477933919269782,1,-1.012779740461104,False,,0.511941254517042,Pro,NA_G76
P00322,M00008,SEA,Console,52,4774,16,7,329,2.0,870.6382978723404,2.917933130699088,280.8235294117647,1.2765957446808511,0.7772449148338019,280.8235294117647,3140.7894736842104,288.488266693524,5,1,False,,1,0.13946595956204022,1,-0.9758674176456963,False,,0.4383013584915777,Platinum,SEA_G101
P02679,M00008,SEA,Android,54,4393,18,6,395,2.5714285714285716,667.2911392405064,2.7341772151898733,231.21052631578948,0.9113924050632912,1.0853139167468058,231.21052631578948,2852.5974025974024,235.4443948191157,5,0,False,,1,0.13938836329302867,1,-0.9821833115935918,False,,0.3519523125152347,Gold,SEA_G230
P04626,M00009,Middle_East,PC,163,5521,14,6,380,2.0,871.7368421052632,2.210526315789474,368.06666666666666,0.9473684210526316,1.0445299615173171,368.06666666666666,2099.2395437262358,377.2892938496583,3,2,False,,1,0.11759745251952786,1,-1.011402932680885,False,,0.4851005503534076,Platinum,Middle_East_G72
P04950,M00009,Middle_East,Console,131,1730,8,5,387,1.3333333333333333,268.2170542635659,1.2403100775193798,192.22222222222223,0.7751937984496123,1.2735709349392834,192.22222222222223,748.9177489177489,200.11567379988432,3,1,False,,1,0.10970997490286588,1,-1.0407191218089522,False,,0.15468792581961657,Bronze,Middle_East_G38
P08329,M00009,SEA,PC,79,6234,20,4,471,4.0,794.1401273885351,2.547770700636943,296.85714285714283,0.5095541401273885,1.9247272281476033,296.85714285714283,3482.68156424581,299.927832571566,5,2,False,,1,0.1503202915649195,1,-0.9956960298720547,False,,0.46045066759626685,Platinum,SEA_G202
P03338,M00009,India,iOS,95,949,4,9,446,0.4,127.66816143497758,0.5381165919282511,189.8,1.210762331838565,0.8191602688902766,189.8,486.6666666666667,200.0702740688686,1,3,False,,1,0.10871576266486743,1,-1.0120742544587262,False,,0.0769263678871489,Bronze,India_G98
P05590,M00010,LatAm,iOS,150,1555,2,9,462,0.2,201.94805194805195,0.2597402597402597,518.3333333333334,1.1688311688311688,0.8482978957805443,518.3333333333334,622.0,561.3718411552347,2,3,False,,1,0.05679491585025237,1,-1.230090567512383,False,,0.27898493827123294,Gold,LatAm_G7
P00252,M00010,India,Android,53,8077,26,6,442,3.7142857142857144,1096.4253393665158,3.5294117647058827,299.14814814814815,0.8144796380090498,1.2128862301739751,299.14814814814815,5279.084967320261,302.0945019324273,1,0,True,impossible_score_rate,1,0.14251309283921293,1,-1.1001951638912655,True,rule,,,
P03974,M00010,LatAm,Android,111,4792,19,4,357,3.8,805.3781512605042,3.1932773109243695,239.6,0.6722689075630252,1.465697746027836,239.6,2271.090047393365,244.55218167899974,2,0,False,,1,0.14000607928179526,1,-1.0053133506223018,False,,0.4376371052536367,Platinum,LatAm_G32
P06631,M00010,SEA,iOS,25,3434,7,7,377,0.875,546.525198938992,1.1140583554376657,429.25,1.1140583554376657,0.8896335276211152,429.25,2747.2,450.16386279222195,5,3,False,,1,0.10892050966723621,1,-1.017461192178689,False,,0.37511517130444766,Gold,SEA_G290
P05548,M00011,LatAm,Android,151,2840,13,4,310,2.6,549.6774193548387,2.5161290322580645,202.85714285714286,0.7741935483870968,1.2751953928424518,202.85714285714286,1131.4741035856575,210.1109741060419,2,0,False,,1,0.11116299041691347,1,-0.9694395233817477,False,,0.2946894360237306,Gold,LatAm_G7
P00036,M00011,Europe,iOS,39,709,2,11,502,0.16666666666666666,84.7410358565737,0.2390438247011952,236.33333333333334,1.3147410358565736,0.7548645153529218,236.33333333333334,510.0719424460431,249.9412455934195,0,3,False,,1,0.10733815900306692,1,-1.031592124270357,False,,0.08165327698988872,Bronze,Europe_G121
P08363,M00011,India,PC,102,6250,16,8,369,1.7777777777777777,1016.260162601626,2.6016260162601625,367.6470588235294,1.3008130081300813,0.7628853191093469,367.6470588235294,3094.059405940594,376.1661149563647,1,2,True,impossible_score_rate,1,0.14656824420897546,1,-0.9861061601950546,True,rule,,,
P01514,M00011,SEA,PC,71,2194,5,9,518,0.5,254.13127413127415,0.5791505791505792,365.6666666666667,1.0424710424710426,0.9501449062694889,365.6666666666667,1283.0409356725147,374.1898806139852,5,2,False,,1,0.1461954833932858,1,-0.9937410838006775,False,,0.21973709441189937,Silver,SEA_G50
P09318,M00012,LatAm,Console,114,8660,19,3,448,4.75,1159.8214285714284,2.544642857142857,433.0,0.4017857142857143,2.4284475281873372,433.0,4046.7289719626174,438.555030384875,2,1,True,impossible_score_rate,1,0.1081596729510646,1,-1.131818864654393,True,rule,,,
P00040,M00012,LatAm,iOS,178,4759,18,10,457,1.6363636363636365,624.8140043763676,2.3632385120350112,250.47368421052633,1.3129102844638951,0.7559091585755164,250.47368421052633,1711.8705035971223,253.6555032424269,2,3,False,,1,0.09277805393663524,1,-1.0121634139960043,False,,0.32356181879571083,Gold,LatAm_G37
P04820,M00012,SEA,iOS,77,4224,13,4,443,2.6,572.0993227990971,1.7607223476297968,301.7142857142857,0.5417607223476297,1.8123798224440537,301.7142857142857,2386.4406779661017,307.4608758946985,5,3,False,,1,0.1383557484848093,1,-0.9888716427042694,False,,0.34783875049900703,Gold,SEA_G241
P03466,M00012,SEA,PC,56,3237,13,4,339,2.6,572.9203539823009,2.3008849557522124,231.21428571428572,0.7079646017699115,1.3928263281153703,231.21428571428572,2075.0,238.62882417987467,5,2,False,,1,0.1485363120044781,1,-1.018336887089999,False,,0.3124010013837248,Gold,SEA_G248
P01761,M00013,India,Android,116,5927,15,1,337,7.5,1055.252225519288,2.6706231454005938,370.4375,0.17804154302670624,5.3179738046394185,370.4375,2743.9814814814813,380.87180036414264,1,0,True,impossible_score_rate,1,0.08265282295394955,1,-1.264177127654127,True,rule,,,
P02305,M00013,NA,iOS,24,4539,14,6,347,2.0,784.8414985590779,2.4207492795389047,302.6,1.037463976945245,0.9546867691969075,302.6,3660.483870967742,311.3524637018407,4,3,False,,1,0.13863387631599594,1,-0.9709563330358172,False,,0.4184354459197292,Platinum,NA_G236
P03724,M00013,India,Android,114,3247,14,10,426,1.2727272727272727,457.32394366197184,1.971830985915493,216.46666666666667,1.4084507042253522,0.7049945387746995,216.46666666666667,1517.2897196261686,220.73419442556084,1,0,False,,1,0.1362323452437738,1,-0.9880152368474069,False,,0.23451084789389698,Silver,India_G83
P08285,M00013,SEA,Console,42,3589,7,9,302,0.7,713.0463576158941,1.390728476821192,448.625,1.7880794701986755,0.5561489447902471,448.625,2527.4647887323945,478.3207463349622,5,1,False,,1,0.10465012333549795,1,-1.0715662378376303,False,,0.44626067090167515,Platinum,SEA_G173
P04994,M00014,Europe,iOS,47,1326,6,5,410,1.0,194.0487804878049,0.8780487804878049,189.42857142857142,0.7317073170731707,1.3482407102926668,189.42857142857142,902.0408163265306,198.40399002493768,0,3,False,,1,0.10500651235001218,1,-1.0214109368405675,False,,0.11317915955162546,Bronze,Europe_G258
P08128,M00014,India,Android,62,3362,11,3,405,2.75,498.0740740740741,1.6296296296296295,280.1666666666667,0.4444444444444444,2.2004889975550124,280.1666666666667,2075.3086419753085,287.96573875803,1,0,False,,1,0.15950651625072437,1,-0.999322183840454,False,,0.3181507462256274,Gold,India_G264
P03033,M00014,SEA,Android,33,1033,7,11,393,0.5833333333333334,157.70992366412213,1.0687022900763359,129.125,1.6793893129770994,0.5919298721250734,129.125,776.6917293233082,134.944480731548,5,0,False,,1,0.06767863336727703,1,-1.1440897332761566,False,,0.05999586886788499,Bronze,SEA_G105
P07939,M00014,India,iOS,33,6065,19,10,366,1.7272727272727273,994.2622950819673,3.114754098360656,303.25,1.639344262295082,0.6063015604810654,303.25,4560.150375939849,309.28097909229984,1,3,False,,1,0.11975108007380064,1,-1.1929864713736549,False,,0.4915180404311767,Platinum,India_G140
P03040,M00015,SEA,PC,32,5838,15,6,419,2.142857142857143,835.9904534606205,2.1479713603818618,364.875,0.8591885441527446,1.1504983662374035,364.875,4422.727272727272,371.88661216689667,5,2,False,,1,0.13908278272378172,1,-0.9833986266084191,False,,0.4723351755248029,Platinum,SEA_G144
P09656,M00015,SEA,Android,21,72701,12,5,325,2.0,13421.723076923075,2.215384615384615,5592.384615384615,0.923076923076923,1.0717230008244023,5592.384615384615,60083.47107438017,5796.757475083056,5,0,True,impossible_score_rate,-1,-0.18888460909619165,1,-0.9618067215152627,True,rule+ml,,,
P02546,M00015,NA,Console,62,7578,26,4,463,5.2,982.0302375809935,3.3693304535637147,280.6666666666667,0.5183585313174945,1.8926542124841599,280.6666666666667,4677.777777777777,283.0604494801718,4,1,False,,1,0.14034803335184026,1,-0.9982942445117441,False,,0.5483863110545169,Pro,NA_G44
P02593,M00015,Europe,Android,51,5553,20,1,429,10.0,776.6433566433566,2.797202797202797,264.42857142857144,0.13986013986013984,6.672888474101727,264.42857142857144,3677.4834437086092,268.0666183924692,0,0,False,,1,0.07917488136351741,1,-1.0779878071018998,False,,0.5804008327008482,Pro,Europe_G175
P01189,M00016,Europe,PC,28,9789,22,6,455,3.142857142857143,1290.857142857143,2.901098901098901,425.60869565217394,0.7912087912087913,1.248114113290358,425.60869565217394,7647.65625,430.12815818381546,0,2,True,impossible_score_rate,1,0.10507268367603084,1,-1.0820601421198388,True,rule,,,
P07967,M00016,Europe,iOS,56,6505,23,3,379,5.75,1029.8153034300792,3.641160949868074,271.0416666666667,0.474934036939314,2.062136133630774,271.0416666666667,4169.871794871795,275.26623880386484,0,3,True,impossible_score_rate,1,0.11241325164557964,1,-0.979407384216501,True,rule,,,
P06078,M00016,India,Console,48,1699,8,14,490,0.5333333333333333,208.04081632653063,0.979591836734694,188.77777777777777,1.7142857142857144,0.579950289975145,188.77777777777777,1147.972972972973,192.703213610586,1,1,False,,1,0.12304304912056063,1,-1.058558979370539,False,,0.10846656124242174,Bronze,India_G20
P00108,M00016,Middle_East,Android,170,5106,18,3,458,4.5,668.9082969432314,2.358078602620087,268.7368421052632,0.3930131004366812,2.481308917542529,268.7368421052632,1891.111111111111,272.1264878308758,3,0,False,,1,0.0980892721864764,1,-1.0480686659121932,False,,0.41254123281753396,Platinum,Middle_East_G2
P01316,M00017,India,Android,83,2830,13,9,372,1.3,456.4516129032258,2.096774193548387,202.14285714285714,1.4516129032258065,0.6841756786581329,202.14285714285714,1546.448087431694,207.78267254038178,1,0,False,,1,0.1437988377181828,1,-1.0037901715547217,False,,0.22735430401368237,Silver,India_G223
P08188,M00017,LatAm,Console,109,8140,16,6,403,2.2857142857142856,1211.910669975186,2.3821339950372207,478.8235294117647,0.8933002481389578,1.1070516166250035,478.8235294117647,3894.7368421052633,488.25352394281714,2,1,True,impossible_score_rate,1,0.10921775831144509,1,-1.188240753591287,True,rule,,,
